order_id,date_case,country,area,location,type,activity,species
5763.0,2014.06.18,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Unprovoked,Surfing,
5762.0,2014.06.18,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Unprovoked,Body boarding,
5761.0,2014.06.17,AUSTRALIA,Western Australia,Horizontal Falls,Provoked,Petting a shark,"lemon shark, 3.5 m"
5760.0,2014.06.09,BRAZIL,,500 km off the coast of Pernambuco,Unprovoked,Fishing,
5759.0,2014.06.09,USA,Delaware,"Cape Henlopen State Park, Sussex County",Unprovoked,Standing,"sandbar shark, 3' to 4'"
5758.0,2014.06.09,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Unprovoked,Body boarding,"bronze whaler shark, 1.5m"
5757.0,2014.06.08,JAPAN,Atsumi peninsula,Aichi,Unprovoked,Surfing,
5756.0,2014.06.07,USA,Texas,"West Beach, Galveston",Unprovoked,Kneeling in the water,
5755.0,2014.06.01,USA,Florida,Fort Lauderdale,Unprovoked,Swimming,bull shark
5754.0,2014.06.01,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Unprovoked,Surfing,
5753.0,2014.06.01,USA,Palmyra Atoll,,Unprovoked,Tagging sharks,blacktip reef shark
5752.0,2014.05.27,AUSTRALIA,Queensland,Nerang River near Chevron Island,Unprovoked,Fell into the water,"bull shark, 1.2m"
5751.0,2014.05.23,FRANCE,Wallis and Futuna,Wallis Island,Unprovoked,Scuba diving,3m shark
5750.0,2014.05.22,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre,Provoked,Teasing a shark,"tawney nurse shark, 1m"
5749.0,2014.05.15,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Unprovoked,Body boarding,
5748.0,2014.05.14,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula",Unprovoked,Surfing,"white shark, 15'"
5747.0,2014.05.13,USA,Florida,"Jacksonville Beach, Duval County",Unprovoked,Wading,
5746.0,2014.05.11,USA,Georgia,"Tybee Island, Chatham County",Unprovoked,Surfing,not valid
5745.0,2014.05.10,USA,Florida,"Bethel Shoals, Indian River County",Invalid,Diving,no shark involvement
5744.0,2014.05.06,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Unprovoked,Swimming,4' to 5' shark
5743.0,2014.05.04,SOUTH AFRICA,Western Cape Province,Simonstown,Unprovoked,Diving,cow shark
5742.0,2014.05.01,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,3' shark
5741.0,2014.04.24,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",Unprovoked,Spearfishing,reef shark?
5740.0,2014.04.22,USA,Florida,"Cocoa Beach, Brevard  County",Unprovoked,Swimming,
5739.0,2014.04.15,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Wading,
5738.0,2014.04.12,SOUTH AFRICA,,,Boating,Shark watching,white shark
5737.0,2014.04.12,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Provoked,Fishing,"raggedtooth shark, 2m"
5736.0,2014.04.04,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5735.0,2014.04.04,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5734.0,2014.04.03,AUSTRALIA,New South Wales,Tathra,Unprovoked,Swimming,3 m to 4 m white shark
5733.0,2014.03.29,AUSTRALIA,Western Australia,Off Dawesville Cut,Invalid,Diving for lobsters,not valid
5732.0,2014.03.22,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",Unprovoked,Swimming,2 m shark
5731.0,2014.03.22,USA,Florida,Delray Beach,Unprovoked,Kite Surfing,4' to 5' shark
5730.0,2014.03.21,USA,Florida,Macarthur State Park,Unprovoked,Surfing,
5729.0,2014.03.18,NEW CALEDONIA,Baie de Sainte-Marie,,Unprovoked,Kite Surfing,
5728.0,2014.03.18,AUSTRALIA,Victoria,Winkipop Beach,Unprovoked,Surfing,
5727.0,2014.03.18,AUSTRALIA,New South Wales,Lennox Head,Invalid,,no shark involvement
5726.0,2014.03.12,AUSTRALIA,New South Wales,Lighthouse Beach,Unprovoked,Swimming,wobbegong shark
5725.0,2014.03.13,CAYMAN ISLANDS,,,Invalid,Scuba diving / culling lionfish,invalid
5724.0,2014.03.02,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Unprovoked,Surfing,blacktip or spinner shark?
5723.0,2014.02.20,FRENCH POLYNESIA,Society Islands,Huahine,Unprovoked,Kitesurfing,blacktip reef shark
5722.0,2014.02.17,PAPUA NEW GUINEA,,,Boating,Sailing,
5721.0,2014.02.08,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",Unprovoked,Spearfishing / Free diving,
5720.0,2014.02.07,TRINIDAD & TOBAGO,Trinidad,,Provoked,Fishing,
5719.0,2014.02.07,NEW ZEALAND,South Island,Porpoise Bay,Unprovoked,Surfing,7-gill shark?
5718.0,2014.01.26,AUSTRALIA,New South Wales,Umina Beach,Provoked,Fishing,1m shark
5717.0,2014.01.25,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,Unprovoked,Spearfishing,7-gill shark
5716.0,2014.01.04,JAPAN,Okinawa Prefecture,Off Miyako Island,Sea Disaster,Sea disaster,
5715.0,2014.00.00,USA,Hawaii,,Unprovoked,Free diving / Photographing pilot whales,oceanic whitetip shark
5714.0,2014.00.00,NEW ZEALAND,,Stewart Island,Boating,Filming a documentary,"white shark, 6 m"
5713.0,2013.12.25,NEW CALEDONIA,North Province,"Lindéralique, Hienghène",Unprovoked,Snorkeling,reported to involve a bull shark
5712.0,2013.12.16,SOUTH AFRICA,Western Cape Province,Die Platt,Unprovoked,Surfing,"white shark, 3m"
5711.0,2013.12.13,KIRIBATI,740 miles SE of Tarawa Atoll,,Unprovoked,Attempting to remove fishing net from submerged object,
5710.0,2013.12.11,USA,Hawaii,"Ninole Bay, Hawaii County",Unprovoked,Boogie boarding,"tiger shark, 10' to 12'"
5709.0,2013.12.10,USA,Florida,"Cocoa Beach, Brevard  County",Unprovoked,Surfing,4' to 6' shark
5708.0,2013.12.05,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Unprovoked,Surfing,"wobbegong shark, 1.6 to 1.8m"
5707.0,2013.12.02,USA,Hawaii,"Between  Makena & Molokini, Maui",Unprovoked,Kayaking / Fishing,
5706.0,2013.11.30,AUSTRALIA,New South Wales,"Riecks Point,  Campbell’s Beach, ",Unprovoked,Body boarding,"tiger shark, 3m"
5705.0,2013.11.29,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Unprovoked,Snorkeling,
5704.0,2013.11.23,AUSTRALIA,Western Australia,Gracetown,Unprovoked,Surfing,thought to involve a white shark
5703.0,2013.11.22,USA,Oregon,"Gleneden Beach, Lincoln County",Unprovoked,Surfing,"white shark, 10 '"
5702.0,2013.11.12,AUSTRALIA,Western Australia,"Trigg Beach, Perth",Unprovoked,Surfing,reported to involve a white shark
5701.0,2013.11.10,BAHAMAS,,Off Cape Eleuthera,Provoked,Shark fishing,
5700.0,2013.11.07,USA,New Jersey,"Bay Head, Ocean County",Unprovoked,Body boarding,
5699.0,2013.11.07,USA,Florida,"Floridana Beach, Brevard County",Unprovoked,Surfing,
5698.0,2013.10.31,USA,Hawaii,"Kanaha Beach, Maui",Unprovoked,Kiteboarding,tiger shark
5697.0,2013.10.28,AUSTRALIA,Western Australia,Turquoise Bay,Unprovoked,Snorkeling,"blacktip reef shark, 1m"
5696.0,2013.10.26,REUNION,d’Étang-Salé,Ravine Mula,Unprovoked,Body boarding,thought to involve a bull shark
5695.0,2013.10.26,AUSTRALIA,Western Australia,"Little Island, near Hillarys",Unprovoked,Diving for crayfish,reported to involve a 4 m white shark
5694.0,2013.10.24,AUSTRALIA,New South Wales,South Narrabeen Beach,Unprovoked,Surfing,wobbegong shark
5693.0,2013.10.23,USA,Hawaii,"Waiehu, Maui",Unprovoked,Diving ,"whitetip reef shark, 4' to 6'"
5692.0,2013.10.20,USA,Hawaii,"Pila'a Beach, Kaua'i",Unprovoked,Surfing,tiger shark
5691.0,2013.10.19,USA,Florida,Miami Beach,Unprovoked,Wading,nurse shark?
5690.0,2013.10.11,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",Unprovoked,Swimming / snorkeling,white shark
5689.0,2013.10.08,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",Unprovoked,Diving for Abalone,white shark
5688.0,2013.10.05,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Unprovoked,Surfing,"white shark, 8' to 10'"
5687.0,2013.10.05,USA,Florida,"Destin, Okaloosa County",Unprovoked,Wading,small bull shark
5686.0,2013.09.29,USA,Florida,"Melbourne Beach, Brevard County",Unprovoked,Surfing,
5685.0,2013.09.29,ISRAEL,Southern District,Ashdod,Unprovoked,Diving,
5684.0,2013.09.25,USA,Florida,"Panama City, Bay County",Unprovoked,Standing,
5683.0,2013.09.21,USA,Florida,"Ormond Beach, Volusia County",Unprovoked,Swimming,
5682.0,2013.09.21,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",Unprovoked,Surfing,
5681.0,2013.09.14,USA,Florida,"Casino Beach, Pensacola, Escambia County",Unprovoked,Swimming,bull shark
5680.0,2013.09.12,USA,Florida,"New Smyrna Beach,  Volusia County",Unprovoked,Surfing,3' shark
5679.0,2013.09.08,USA,South Carolina,"St. Helena Island, Beaufort County",Unprovoked,,
5678.0,2013.09.07,USA,Florida,"New Smyrna Beach,  Volusia County",Provoked,Surfing,3' shark
5677.0,2013.09.07,USA,Florida,"New Smyrna Beach,  Volusia County",Unprovoked,Standing,3' shark
5676.0,2013.09.02,USA,Florida,"Ormond Beach, Volusia County",Unprovoked,Swimming,
5675.0,2013.09.01,USA,Florida,Key West Aquarium,Provoked,,nurse shark
5674.0,2013.09.01,BAHAMAS,,,Unprovoked,,
5673.0,2013.09.01,USA,Florida,"St Augustine Beach, St Johns County",Unprovoked,Casting a net,4' shark
5672.0,2013.08.31,BAHAMAS,,Freetown Beach,Unprovoked,Spearfishing,blacktip shark
5671.0,2013.08.31,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",Unprovoked,Swimming,salmon shark
5670.0,2013.08.29,USA,California,Catalina Channel,Invalid,Marathon swimming,no shark involvement
5669.0,2013.08.26,FRANCE,Bay of Biscay,,Provoked,Longline fishing for sharks,"mako shark, 5'"
5668.0,2013.08.25,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Unprovoked,Boogie boarding,
5667.0,2013.08.25,AUSTRALIA,New South Wales,Smiths,Unprovoked,Wrangling a shark,
5666.0,2013.08.18,USA,Hawaii,Pohoiki ,Unprovoked,Surfing,
5665.0,2013.08.17,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",Unprovoked,Surfing,white shark
5664.0,2013.08.14,USA,Hawaii,"Makenat, Maui",Unprovoked,Snorkeling,tiger shark?
5663.0,2013.08.13,USA,Hawaii,"Ka'a Point, Maui",Unprovoked,Kiteboarding,
5662.0,2013.08.11,USA,South Carolina,Folly Beach,Unprovoked,Surfing,"bull shark, 8'"
5661.0,2013.08.08,SOUTH AFRICA,,,Unprovoked,Attempting to free the shark,blacktip shark
5660.0,2013.08.05,USA,Florida,"Sanibel Island, Lee County",Unprovoked,Fishing,"bull shark, 6' to 8'"
5659.0,2013.07.31,USA,Hawaii,"Ulua Beach, Maui",Unprovoked,Snorkeling,
5658.0,2013.07.30,USA,South Carolina,"Isle of Palms, Charleston County",Unprovoked,Swimming,
5657.0,2013.07.29,BAHAMAS,Abaco Islands,Scotland Cay,Unprovoked,Spearfishing,6' shark
5656.0,2013.07.29,MEXICO,Quintana Roo,,Unprovoked,Wading,
5655.0,2013.07.29,USA,Hawaii,"White Plains Beach, Oahu",Unprovoked,Surfing,"tiger shark, 8' to 10'"
5654.0,2013.07.28,BAHAMAS,Exuma Islands,Compass Cay,Unprovoked,Cleaning fish,nurse shark
5653.0,2013.07.28,BAHAMAS,Abaco Islands,Grand Cay,Unprovoked,Diving,
5652.0,2013.07.22,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Unprovoked,Swimming,
5651.0,2013.07.19,USA,Alabama,"Gulf Shores, Baldwin County",Unprovoked,Walking in surf,
5650.0,2013.07.17,USA,Florida,"Butler Beach, St Augustine,       St. Johns County",Unprovoked,Swimming ,
5649.0,2013.07.15,REUNION,Saint-Paul,Le cimetière marin,Unprovoked,Swimming & snorkeling,
5648.0,2013.07.14,DIEGO GARCIA,,,Unprovoked,Swimming,
5647.0,2013.07.11,USA,North Carolina,Holden Beach. Brunswick County,Unprovoked,Wading,
5646.0,2013.07.09,SPAIN,Catalonia,"Sant Marti d’Empuries Beach, L’Escala",Invalid,Swimming,not valid
5645.0,2013.07.02,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Unprovoked,Body surfing,
5644.0,2013.06.30,TAIWAN,Taitung ,,Unprovoked,Fishing,
5643.0,2013.06.27,JAMAICA,Kingston Parish,Port Royal,Invalid,,not valid
5642.0,2013.06.25,USA,California,"Pacific State , San Mateo County",Boating,Kayaking / Fishing,white shark
5641.0,2013.06.25,USA,Florida,"Jacksonville, Duval County",Unprovoked,Swimming,"possibly a bull shark, 3'"
5640.0,2013.06.25,USA,South Carolina,"Kiawah Island, Charleston County",Unprovoked,Swimming,4' to 5' shark
5639.0,2013.06.18,USA,Hawaii,Kona Coast State Park,Unprovoked,Swimming,"tiger shark, 14'"
5638.0,2013.06.17,USA,Texas,"Surfside Beach, Brazoria County",Unprovoked,Swimming,
5637.0,2013.06.16,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Unprovoked,Surfing,
5636.0,2013.06.15,USA,Florida,"Atlantic Beach, Duval County",Unprovoked,Surfing,
5635.0,2013.06.14,USA,South Carolina,"Myrtle Beach, Horry County",Unprovoked,Boogie Boarding,4' to 5' shark
5634.0,2013.06.06,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Provoked,Fishing for sharks,"lemon shark, 4'"
5633.0,2013.06.06,AUSTRALIA,New South Wales,Target Beach,Unprovoked,Surfing,6' shark
5632.0,2013.05.27,USA,Hawaii,"Halewia, Oahu",Unprovoked,Diving,galapagos shark
5631.0,2013.05.27,USA,Florida,"Ormond Beach, Volusia County",Unprovoked,Swimming,
5630.0,2013.05.23,BRAZIL,Pernambuco,Coral Cove Beach,Unprovoked,,
5629.0,2013.05.23,PALESTINIAN TERRITORIES,,Gaza,Provoked,Fishing,
5628.0,2013.05.14,ECUADOR,Santa Cruz Island,"Playa Brava, Turtle Bay",Unprovoked,Surfing,galapagos shark
5627.0,2013.05.08,USA,California,"Tourmaline Surf Park, San Diego County",Invalid,Surfing,invalid
5626.0,2013.05.08,REUNION,Saint-Gilles,Brisant Beach,Unprovoked,Body boarding,bull shark
5625.0,2013.05.04,USA,Florida,"Melbourne Beach, Brevard County",Unprovoked,Surfing,a small shark
5624.0,2013.04.28,AUSTRALIA,New South Wales,Emerald Beach,Provoked,Fishing,"wobbegong, 2m"
5623.0,2013.04.24,MEXICO,Quintana Roo,"Seagull Beach, Cancun",Unprovoked,Swimming,tiger shark
5622.0,2013.04.21,AUSTRALIA,New South Wales,Crowdy Head,Unprovoked,Fishing,"grey nurse shark, 3m"
5621.0,2013.04.17,USA,Florida,"Near Boynton Beach, Palm Beach County",Unprovoked,Playing in the surf,3' shark
5620.0,2013.04.14,SOUTH AFRICA,Western Cape Province,False Bay,Unprovoked,Free diving,blue shark
5619.0,2013.04.13,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,bull shark
5618.0,2013.04.13,GUAM,,,Unprovoked,,
5617.0,2013.04.10,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava",Unprovoked,Kite boarding,possibly a blacktip reef shark
5616.0,2013.04.04,USA,Florida,"Jensen Beach, Martin County ",Unprovoked,Swimming,
5615.0,2013.04.02,AUSTRALIA,Western Australia,Perth,Invalid,,not valid
5614.0,2013.04.02,USA,Hawaii,Ka’anapali Shores,Unprovoked,Surfing,4' shark
5613.0,2013.03.31,AUSTRALIA,New South Wales,Terrigal Beach,Invalid,Surfing,no shark involvement
5612.0,2013.03.29,SEYCHELLES,,Ile Platte,Unprovoked,Free diving,
5611.0,2013.03.21,BELIZE,,,Unprovoked,Snorkeling,nurse shark
5610.0,2013.03.21,BAHAMAS,Eleuthera,Savannah Sound,Unprovoked,Fly fishing,
5609.0,2013.03.16,SOUTH AFRICA,Western Cape Province,De Mond,Provoked,Fishing - 'tag & release',"raggedtooth shark, 1.5 m"
5608.0,2013.03.16,SOUTH AFRICA,Western Cape Province,Hawston Beach,Unprovoked,Surfing,
5607.0,2013.03.12,JAMAICA,St. Catherine,Pillikin Red Light area ,Unprovoked,Spearfishing,"tiger shark, 4.8 m"
5606.0,2013.03.10,AUSTRALIA,Western Australia,African Reef off Geraldton,Unprovoked,Spearfishing,"bronze whaler shark, 2.5m"
5605.0,2013.03.10,PHILIPPINES,Palawan,Off Likas Island,Unprovoked,Swimming to shore with floatioon devices after boat engine conked out,"""small sharks"""
5604.0,2013.03.03,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Unprovoked,Swimming,
5603.0,2013.02.27,NEW ZEALAND,North Island,Muriwai,Unprovoked,Swimming,"white shark, 4m"
5602.0,2013.02.21,USA,Hawaii,"Ka'anapali, Honokowai, Maui",Unprovoked,Surfing,reef shark?
5601.0,2013.02.21,USA,Hawaii,"Paia Bay, Maui",Unprovoked,Surfing,reef shark?
5600.0,2013.02.10,USA,Florida,"""Stuart Rocks"", Martin County",Unprovoked,Surfing,"blacktip shark, 4' to 5'"
5599.0,2013.02.09,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Unprovoked,Scuba diving,lemon shark
5598.0,2013.02.01,JAMAICA,Kingston Parish,Pedro Cays,Unprovoked,,
5597.0,2013.01.26,AUSTRALIA,Victoria,Cape Nelson,Boating,Fishing,"white shark, 5m"
5596.0,2013.01.25,AUSTRALIA,Queensland,Noosa,Unprovoked,Surfing,
5595.0,2013.01.21,AUSTRALIA,Queensland,Bullcock Beach,Invalid,Dragging stranded shark into deeper water,
5594.0,2013.01.16,USA,Hawaii,Kiholo Bay,Unprovoked,Surfing,"tiger shark, 15'"
5593.0,2013.01.13,NEW ZEALAND,Mercury Islands,Great Mercury Island,Unprovoked,Spearfishing,"bronze whaler shark, 3m"
5592.0,2013.01.05,AUSTRALIA,Western Australia,Near Legendre Island,Unprovoked,Spearfishing / Free diving,
5591.0,2012.12.31,USA,Florida,"Jensen Beach, Martin County ",Unprovoked,Swimming,
5590.0,2012.12.30,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,Unprovoked,Surfing,2.5 m shark
5589.0,2012.12.28,AUSTRALIA,New South Wales,"Kylie's Beach, Diamond Head",Unprovoked,Paddle boarding,"bull shark, 2m"
5588.0,2012.12.25,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Unprovoked,Swimming,tiger shark
5587.0,2012.12.19,AUSTRALIA,Western Australia,Trigg Beach,Unprovoked,Surfing,"tiger shark, 6'"
5586.0,2012.12.05,USA,Hawaii,Kauai,Unprovoked,Surfing,10' shark
5585.0,2012.12.02,AUSTRALIA,New South Wales,Green Island,Unprovoked,Spearfishing,sandtiger shark
5584.0,2012.12.00,NEW ZEALAND,South Island,"Sunday Cove, Fiordland",Unprovoked,Scuba diving,seven-gill shark
5583.0,2012.11.30,USA,Hawaii,"Kihei, Maui",Unprovoked,Snorkeling,"tiger shark, 10'"
5582.0,2012.11.27,AUSTRALIA,Queensland,Mooloolaba,Invalid,,no shark involvement
5581.0,2012.11.22,MEXICO,Sinaloa,Nuevo Altata,Unprovoked,Swimming,2.5 m shark
5580.0,2012.11.19,USA,Florida,"Melbourne Beach, Brevard County",Unprovoked,Surfing,2' to 3' shark
5579.0,2012.11.04,USA,Hawaii,"Makena Landing, Maui",Unprovoked,Diving,"tiger shark, 15'"
5578.0,2012.11.04,USA,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",Unprovoked,Surfing,"tiger shark, 8'"
5577.0,2012.10.30,USA,California,"Humboldt Bay, Eureka, Humboldt County",Unprovoked,Surfing,white shark
5576.0,2012.10.27,USA,Hawaii,"Makena Landing, Maui",Unprovoked,Swimming,"tiger shark, 10' to 12'"
5575.0,2012.10.23,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Unprovoked,Surfing,"white shark, 15' to 16'"
5574.0,2012.10.19,USA,Florida,"Seaport, Brevard County",Unprovoked,,
5573.0,2012.10.18,USA,Florida,"Ponce Inlet, Volusia County",Unprovoked,Surfing,
5572.0,2012.10.18,USA,Hawaii,"Kanaha Beach, Maui",Unprovoked,Paddle boarding,6' to 8' shark
5571.0,2012.10.16,USA,Florida,Hobe Sound,Invalid,,not valid
5570.0,2012.10.11,NIGERIA,Delta,Oboro,Unprovoked,Bathing,
5569.0,2012.10.07,USA,California,"Davenport Landing, Santa Cruz County",Unprovoked,Windsurfing,
5568.0,2012.10.02,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Unprovoked,Bodyboarding,2m shark
5567.0,2012.09.25,USA,Florida,"Melbourne Beach, Brevard County",Unprovoked,Surfing,5' shark
5566.0,2012.09.24,USA,Florida,"Spanish House Beach, Brevard County",Unprovoked,Surfing,4' shark
5565.0,2012.09.16,USA,Florida," Cocoa Beach, Brevard  County",Unprovoked,Surfing,
5564.0,2012.09.10,TONGA,Vava'u,Eueiki Island,Unprovoked,Swimming,possibly a 3 m bull shark
5563.0,2012.09.09,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5562.0,2012.09.08,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Unprovoked,Surfing,
5561.0,2012.09.08,USA,Florida,"South Beach, Miami-Dade County",Unprovoked,Swimming,
5560.0,2012.09.06,USA,Florida,"Neptune Beach, Duval County",Unprovoked,Surfing,
5559.0,2012.09.06,USA,Florida,"St. Augustine Beach, St. John's County",Unprovoked,Surfing,
5558.0,2012.09.04,USA,Florida,"Melbourne Beach, Brevard County",Unprovoked,Surfing,
5557.0,2012.09.02,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Boogie boarding,3.5' to 4' shark
5556.0,2012.09.02,USA,Hawaii,"Spreckelsville, Maui",Provoked,Spearfishing,"tiger shark, 10' to 12'"
5555.0,2012.09.02,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Swimming or boogie boarding,3.5' to 4' shark
5554.0,2012.08.31,SCOTLAND,Inner Hebrides,Off the Isle of Islay,Provoked,Shark fishing,"porbeagle shark, 7'"
5553.0,2012.08.28,AUSTRALIA,Western Australia,Red Bluff near Quobba Station,Unprovoked,Surfing,
5552.0,2012.08.26,BRAZIL,Pernambuco,"Coral Cove, Cabo de Santo Agostinho",Unprovoked,Swimming,
5551.0,2012.08.15,USA,Alabama,"Gulf Shores, Baldwin County",Unprovoked,Wading or swimming,
5550.0,2012.08.11,AUSTRALIA,Western Australia,Ocean Reef,Boating,Fishing,4.5 m shark
5549.0,2012.08.09,USA,Florida,Key Largo,Unprovoked,Free diving ,"lemon shark, 4' to 5'"
5548.0,2012.08.05,REUNION,Saint Leu,,Unprovoked,Surfing,bull shark
5547.0,2012.08.04,FRENCH POLYNESIA,Tuamotus,Kaukura Atoll,Unprovoked,Spearfishing,"lemon shark, 2.5m to 3m"
5546.0,2012.07.31,USA,California,"Topanga Beach, Los Angeles County",Unprovoked,Surfing,
5545.0,2012.07.31,AUSTRALIA,South Australia,Streaky Bay,Unprovoked,Surfing,white shark or bronze whaler
5544.0,2012.07.30,USA,Hawaii,"Maha‘ulepu Beach, Kauai",Unprovoked,Surfing,
5543.0,2012.07.30,USA,Massachusetts,"Ballston Beach, Truro, Cape Cod",Unprovoked,Body surfing,thought to involve a white shark
5542.0,2012.07.24,USA,North Carolina,"Ocean Isle, Brunswick County",Invalid,,not valid
5541.0,2012.07.23,REUNION,Trois-Bassins,,Unprovoked,Surfing,
5540.0,2012.07.21,TRINIDAD & TOBAGO,Trinidad,"Off Radix Village, Mayoro County",Invalid,Swimming,
5539.0,2012.07.19,CANADA,British Colombia,"Tofino, Vancouver",Invalid,Surfing,"salmon shark suspected, but unlikely"
5538.0,2012.07.14,AUSTRALIA,Western Australia,Off Wedge Island,Unprovoked,Surfing,"white shark, 5m"
5537.0,2012.07.08,USA,North Carolina,"North Topsail Beach, Onslow County",Unprovoked,Swimming,
5536.0,2012.07.07,BAHAMAS,Eleuthera,,Unprovoked,Spearfishing,
5535.0,2012.07.07,AUSTRALIA,Victoria,Ship's Graveyard off Point Lonsdale,Invalid,Scuba diving,
5534.0,2012.07.07,USA,California,"Pleasure Point, Santa Cruz County",Boating,Kayaking,14' to 18'shark
5533.0,2012.07.06,SOUTH AFRICA,Western Cape Province,"Sandstrand, Jongensfontein",Unprovoked,Surfing,15' shark
5532.0,2012.06.28,CROATIA,,Buccari Bay,Invalid,Swimming,no shark involvement
5531.0,2012.06.26,USA,Florida,"Juno Beach, Palm Beach County",Unprovoked,Swimming,possibly a bull shark
5530.0,2012.06.26,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5529.0,2012.06.26,USA,Hawaii,"Kahana Beach, Maui",Unprovoked,Sitting in the water,a small reef shark
5528.0,2012.06.22,AUSTRALIA,Tasmania,South Cape Bay,Unprovoked,Surfing,
5527.0,2012.06.22,USA,Florida,"Bathtub Reef  Beach, Stuart, Martin County",Unprovoked,Swimming,
5526.0,2012.06.20,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Unprovoked,Surf skiing ,3 m shark
5525.0,2012.06.19,USA,South Carolina,"Myrtle Beach, Horry County",Invalid,Standing,no shark involvement
5524.0,2012.06.18,USA,North Carolina,"Ocean Isle, Brunswick County",Unprovoked,Wading,
5523.0,2012.06.15,USA,Florida,"Summerland Key, Monroe County",Provoked,Fishing,nurse shark
5522.0,2012.06.14,USA,South Carolina,"Myrtle Beach, Horry County",Unprovoked,Swimming,small blacktip shark?
5521.0,2012.06.14,USA,South Carolina,"Myrtle Beach, Horry County",Unprovoked,Swimming,not valid
5520.0,2012.06.14,USA,South Carolina,"Myrtle Beach, Horry County",Unprovoked,Swimming,small blacktip shark?
5519.0,2012.06.14,USA,South Carolina,"Myrtle Beach, Horry County",Unprovoked,Swimming,blacktip shark
5518.0,2012.06.12,AUSTRALIA,Victoria,Port Campbell,Unprovoked,Surfing,1.5 m shark
5517.0,2012.06.10,ITALY,Sardinia,Muravera,Provoked,Attempting to rescue an injured & beached shark,"blue shark, 2.5m"
5516.0,2012.06.03,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Unprovoked,Surf skiing ,"white shark, 2 m"
5515.0,2012.06.02,USA,Florida,"Bethune Beach, Volusia County",Unprovoked,Surfing,
5514.0,2012.06.02,USA,South Carolina,"Myrtle Beach, Horry County",Unprovoked,Boogie Boarding,
5513.0,2012.05.31,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Unprovoked,Wading,"18"" to 24"" shark"
5512.0,2012.05.29,MEXICO,Guerrero," Boca de la Leña, La Unión",Unprovoked,Free diving / spearfishing,"bull shark, 3m"
5511.0,2012.05.23,USA,Florida,"Jacksonville, Duval County",Unprovoked,Surfing,4' to 5' shark
5510.0,2012.05.20,USA,Hawaii,"Iroquiois Point, Oahu",Boating,Kayak Fishing,"tiger shark, 8' to 9'"
5509.0,2012.05.16,FIJI,,Matacucu Reef ,Unprovoked,Spearfishing,
5508.0,2012.05.12,USA,California,"Leffingwell Landing, Cambria,  San Luis Obispo County",Boating,Kayaking / Fishing,white shark
